Titulo;Autor;Año;Editorial;País;Referencia;Linea;Categoria
Le corbusier en Bogotá 1947 - 1951(Tomo.I );Universidad de los Andes, Pontificia Universidad Javeriana;2010;Facsimilar;Colombia;BOP-002;Bogotá;Planeación
Le corbusier en Bogotá 1947 - 1951(Tomo.II );Universidad de los Andes, Pontificia Universidad Javeriana;2010;Facsimilar;Colombia;BOP-003;Bogotá;Planeación
Bogotá se piensa ensayos sobre la planeación Distrital;Alcaldia Mayor de Bogotá ;2007;Capital Mundial del Libro;Colombia;BOP-004;Bogotá;Planeación
Plan de desarrollo economico,social, ambiental y de obras públicas para bogotá D.C 2008-2012;Alcaldia Mayor de Bogotá;2008;Alcaldia Mayor de Bogotá;Colombia;BOP-005;Bogotá;Planeación
Las ideas modernas del plan para bogotá en 1950;Carlos Rodriguez;2004;Panamericana Formas e impresiones;Colombia;BOP-006;Bogotá;Planeación
Observatorio Ciudadano al plan de ordenamiento territorial de la ciudad de Bogotá;Veeduria Distrital;2000;Ediciones Juridicas Gustavo Ibañez;Colombia;BOP-007;Bogotá;Planeación
Bogotá se mueve a todo pulmón;Alcaldia Mayor de Bogotá;2007;Fotomuseo;Colombia;BOP-008;Bogotá;Planeación
Utilización y calidad del espacio construido en Bogotá 1982;Hernando Dussan;1982;Alcaldia Mayor de Bogotá;Colombia;BOP-009;Bogotá;Planeación
Estudio del plan maestro del transporte urbano de santa fé de bogotá en la republica de Colombia;JICA;1996;Chodai co;Colombia;BOP-010;Bogotá;Planeación
Plan zonal del centro de Bogotá;Preinversion;1988;Fonade;Colombia;BOP-011;Bogotá;Planeación
Bogotá:¿Tendra transporte masivo?;Contraloria de santa fé de Bogotá;2000;Foro economico rwegional y urbano;Colombia;BOP-012;Bogotá;Planeación
Mas que un metro para Bogotá;Ricardo Montezuma;2009;Editorial Universidad del Rosario;Colombia;BOP-013;Bogotá;Planeación
Bogotá, Una metrópoli en crisis;Rubén Utria;2010;Fundación Ciudades Mejores;Colombia;BOP-014;Bogotá;Planeación
Construyendo una ciudad regional del conocimiento en Bogotá;CGCI,SDP;2007;Editora SDP;Colombia;BOP-015;Bogotá;Planeación
Desarrollo físico espacial de los asentamientos urbanos sobre la ribera del rio Bogotá;Jaime Nabarrete;2009;Libros del Paramo;Colombia;BOP-016;Bogotá;Planeación
Plan de renovación urbana Nueva Santa Fé;BCH;1986;Escala;Colombia;BOP-017;Bogotá;Planeación
Condiciones de vida y convergencia Bogota y la region central;Alcaldia Mayor de Bogotá;1981;Universidad Nacional de Colombia;Colombia;BOP-018;Bogotá;Planeación
Balance de la politica de integración regional e internacional de Bogotáx;Alcaldia Mayor de Bogotá;2008;Multi-Impresos;Colombia;BOP-019;Bogotá;Planeación
La estratificación en Bogota y estudios relacionados  1983-2004;Alcaldia Mayor de Bogotá;2004;Multi-Impresos;Colombia;BOP-020;Bogotá;Planeación
Mapa digital de Santa fe de Bogotá;Alcaldia Mayor de Bogotá;1996;Multi-Impresos;Colombia;BOP-021;Bogotá;Planeación
IV Bienal de afiches 2009;Camara de comercio de Bogotá;2009;Camara de comercio de Bogotá;Colombia;BOP-022;Bogotá;Planeación
Bogotá mejor en planos. Mejor una mirada cartográfica de la ciudad. ;Alcaldía Mayor de Bogotá;2017;Alcaldía Mayor de Bogotá ;Colombia;BOP-023;Bogotá;Planeación
;;;;;;;
;;;;;;;
Capacitación de docentes universitarios en Educación Ambiental(Modulo II);Ministerio del Ambiente;2000;Ministerio del Ambiente;Colombia;EDD-001;Educación;Educación Docente
Capacitación de docentes universitarios en Educación Ambiental(Modulo III);Ministerio del Ambiente;2000;Ministerio del Ambiente;Colombia;EDD-002;Educación;Educación Docente
Lineamientos para la acreditación;CNA;1998;CNA;Colombia;EDD-003;Educación;Educación Docente
Panorama sobre modelos pedagogicos y curriculares de los programas de arquitectura en colombia y latinoamerica;Mario Gutiérrez;2009;Universidad la Gran Colombia;Colombia;EDD-004;Educación;Educación Docente
Educación propuesta para discusión;Ministerio de Educación Nacional;2006;Ministerio de Educación Nacional;Colombia;EDD-005;Educación;Educación Docente
El seminario investigativo como practica pedagogica;Marta Feres;;;Colombia;EDD-006;Educación;Educación Docente
"Proyeccion universitaria;desde la creatividad a la pedagogía";CIPADE;2004;Ediciones Uniboyaca;Colombia;EDD-007;Educación;Educación Docente
"Memorias foro internacional;el sistema de la calidad de la educación superior en colombia ";ASCUN;2007;Panamericana;Colombia;EDD-008;Educación;Educación Docente
La lectura en la Universidad;Luz Castañeda;1995;Universidad de Antioquia;Colombia;EDD-009;Educación;Educación Docente
Autonomia Universitaria;Memorias del foro Internacional;2004;Corcas Editores Ltda;Colombia;EDD-010;Educación;Educación Docente
La educacion para el siglo XXI;Educacion y Cultura;1999;Fedecode;Colombia;EDD-011;Educación;Educación Docente
El proyecto educativo institucional;Boris Oca;1995;Fecode;Colombia;EDD-012;Educación;Educación Docente
Estudio de los espacios Docentes 1;Instituto de educación Nacional;;Minieducación;Colombia;EDD-013;Educación;Educación Docente
Programa de formación y capacitación Docente;Universidad del Rosario;1997;Universidad del Rosario;Colombia;EDD-014;Educación;Educación Docente
Estrategias de mediacion para un curso de diseño arquitectonico;Gutiérrez Quijano, Mario;2008;Ediciones Grancolombianas;Colombia;EDD-015;Educación;Educación Docente
Arquitectura desde la facultad. Compendio de Ensayos;"Téllez Vera, Maurico; Villar Lozano, Mayerly Rosa; Navarrete Florez, Felipe; Ruiz Hernández, José Alcides; Sánchez Vargas, Hernando; Gutiérrez Quijano, Mario; Beltrán Rapalino & Parrado Calderón, Janette";2008;Ediciones Grancolombianas;Colombia;EDD-016;Educación;Educación Docente
Leyes de Willy para Arquitectos y de Alfredo para estudiantes de Arquitectura;Drews, Wily & De Brigard, Alfredo;2005;Gráficas Bacatá;Colombia;EDD-017;Educación;Educación Docente
Documentaciones sobre práctica profesional. Guía para implementar un sistema de gestión de calidad para consultorías de diseño arquitectónico;Consejo Profesional Nacional de Arquitectura y sus profesiones auxiliares Colombia;2008;La Imprenta Editores S.A.;Colombia;EDD-018;Educación;Educación Docente
Baudelaire, el insomne Charlas 7 Dpto Arquitectura Universidad de Los Andes;Pumarejo Hinojosa, Maria Angelica;;Universidad de los Andes;c;EDD-019;Educación;Educación Docente
Caracterizacion socioeconomica de ingreso estudiantes de pregrado sede bogota 1992-2000;Universidad Nacional de Colombia ;;Unibiblos;;EDD-020;Educación;Educación Docente
La organización de la enseñanza de la arquitectura en cuba. Ponencia de la delegacion cubana a la IX conferencia latinoamericana de facultades y escuelas de arquitectura;Bancrofft Hernandez, Ruben;1981;;Mexico;EDD-021;Educación;Educación Docente
Espacio Público tres experiencias Académicas;Pontificia Universidad Católica de Ecuador;2007;Pontificia Universidad Católica de Ecuador;Ecuador;EDD-022;Educación;Educación Docente
Competencias cognoscitivas. Un enfoque epistemológico, pedagógico y didáctico.;;;;;;;
;;;;;;;
La investigación como práctica pedagógica;CEIP;1999;CEIP;Colombia;EDI-001;Educación;Educación/ Investigación
Investigación y analisis del contexto socia;Universidad Catolica de Colombia;;Universidad Catolica de Colombia;Colombia;EDI-002;Educación;Educación/ Investigación
Metodo integrado de ejercicios de lectura y redacción;Elia Paredes;2000;Limusa;Mexico;EDI-003;Educación;Educación/ Investigación
Redaccion y ortografia;Lina Matama;1982;Editorial Andres Bello;Chile;EDI-004;Educación;Educación/ Investigación
Redaccion avanzada Un enfoque linguistico;Fidel Perez;1996;Alhambra Mexicana;Mexico;EDI-005;Educación;Educación/ Investigación
Trabajos escritos presentacion y referencias bibliograficas;ICONTEC;2008;ICONTEC.;Colombia;EDI-006;Educación;Educación/ Investigación
Autoevaluación con fines de acreditación de programas de pregrado;CNA;1998;CNA;Colombia;EDI-007;Educación;Educación/ Investigación
La educación:Camini hacia la excelencia;Francy Ríos;2013;Universidad Catolica de colombia;Colombia;EDI-008;Educación;Educación/ Investigación
Responsabilidad social y universidad;Francy Ríos;2013;Universidad Catolica de colombia;Colombia;EDI-009;Educación;Educación/ Investigación
Persona,educación y cultural;Francy Ríos;2013;Universidad Catolica de colombia;Colombia;EDI-010;Educación;Educación/ Investigación
Crisis en la sociedad siglo XXI;Universidad Catolica de Colombia;2009;Universidad Catolica de Colombia;Colombia;EDI-011;Educación;Programas academicos
Encuentro sobre doble titulación y acreditación mutua entre colombia y Francia, países andinos y Unión Europea;ASCUN;2007;Panamericana;Colombia;EDI-012;Educación;Educación/ Investigación
Catáogo general de publicaciones;Universidad de los Andes;;Npvedades;Colombia;EDI-013;Educación;Educación/ Investigación
Simposio permantente sobre la Universidad y las unidades de sus seminarios generales;Borrero Cabal, Alfonso;2000;ICFES;Colombia;EDI-014;Educación;Educación/ Investigación
Simposio permantente sobre la Universidad. Conferencia I. La autonomía del espiritú en la Edad Media el renacimiento del siglo XII;Gutierrez, Alberto;2000;ICFES;Colombia;EDI-015;Educación;Educación/ Investigación
Simposio permanente sobre la Universidad. Conferencia II idea de la Universidad en sus orígenes;Borrero Cabal, Alfonso;2000;ICFES;Colombia;EDI-016;Educación;Educación/ Investigación
Simposio permanente sobre la Universidad. Conferencia III de la ciencia antigua a la ciencia moderna;Torrado, Rafael Eduardo;2000;ICFES;Colombia;EDI-017;Educación;Educación/ Investigación
Simposio permantente sobre la Universidad. Conferencia V las formas del saber según aristótele;Ramírez, Fabio;2000;ICFES;Colombia;EDI-018;Educación;Educación/ Investigación
Simposio permante sobre la Universidad. Conferencia VI educación y política. La educación en lo superior y para lo superior. El Maestro;Borrero Cabal, Alfonso;2000;ICFES;Colombia;EDI-019;Educación;Educación/ Investigación
Simposio permanente sobre la Universidad. Conferencia  VIII primera expansión del movimiento universitario mediaeval siglos XIV y XV;Borrero Cabal, Alfonso;2000;ICFES;Colombia;EDI-020;Educación;Educación/ Investigación
Simposio permanente sobre la Universidad. Conferencia VII la universidad y las ciencias desde el renacimiento hasta 1800;Borrero Cabal, Alfonso;2000;ICFES;Colombia;EDI-021;Educación;Educación/ Investigación
Simposio permanente sobre la Universidad. Conferencia IX el seminario investigativo;Navarro Barrera, Néstor;2000;ICFES;Colombia;EDI-022;Educación;Educación/ Investigación
Simposio permanente sobre la Universidad. Conferencia X la revolución del conocimiento y sus consecuencias en la Universidad;Peña B., Luis Bernardo;2000;ICFES;Colombia;EDI-023;Educación;Educación/ Investigación
Simposio permanente sobre la Universidad. Conferencia XI la universidad desde 1800 hasta 1945. Los modelos universitarios;Borrero Cabal, Alfonso;2000;ICFES;Colombia;EDI-024;Educación;Educación/ Investigación
Simposio permanente sobre la Universidad. Conferencia  XI-A las universidades en África y Asia: India, Israel Japón;Borrero Cabal, Alfonso;2000;ICFES;Colombia;EDI-025;Educación;Educación/ Investigación
Simposio permanente sobre la Universidad. Conferencia XII la revolución Francesa y la educación. La Universidad Napoleónica y la Universidad en Francia, Italia y España;Borrero Cabal, Alfonso;2000;ICFES;Colombia;EDI-026;Educación;Educación/ Investigación
Simposio permanente sobre la Universidad. Conferencia XIII la educación y la Universidad Alemana;Borrero Cabal, Alfonso;2000;ICFES;Colombia;EDI-027;Educación;Educación/ Investigación
Simposio permanente sobre la Universidad. Conferencia XIV la educacióny la Universidad Británicas. El pensamiento universitario de John Henry Newman;Borrero Cabal, Alfonso;2000;ICFES;Colombia;EDI-028;Educación;Educación/ Investigación
Simposio permanente sobre la universidad. Conferencia XV la educación y la Universidad Norteamercianas;Borrero Cabal, Alfonso;2000;ICFES;Colombia;EDI-029;Educación;Educación/ Investigación
Simposio sobre la Universidad. Conferencia XVI educación y Universidad en Rusia y la U.R.S.S. la órbita soviética, la situación actual;Borrero Cabal, Alfonso;2000;ICFES;Colombia;EDI-030;Educación;Educación/ Investigación
Simposio sobre la Universidad. Conferencia XVII modelos y valores universitarios en América Latina y Colombia durante los siglos XIX y XX;Rivadeneira Vargas, Antonio José;2000;ICFES;Colombia;EDI-031;Educación;Educación/ Investigación
Simposio permanente sobre la Universidad. Conferencia XVIII la Universidad Latinoamericana la reforma de córdoba. Legislación Universitaria de México;Borrero Cabal, Alfonso;2002;ICFES;Colombia;EDI-032;Educación;Educación/ Investigación
La Univeridad de la sociedad del conocimiento;Bernal, Hernando;2002;Universidad del Rosario;Colombia;EDI-033;Educación;Educación/ Investigación
Actos de significado más allá de la revolución cognitiva;Bruner, Jerome;1995;Alianza Editorial;España;EDI-034;Educación;Educación/ Investigación
Interdisciplinariedad en educación;Ander- Egg, Ezequiel;1994;Editorial Magiesterio del Río de la Plata;Argentina;EDI-035;Educación;Educación/ Investigación
Metodología de la Investigación: propuesta, anteproyecto y proyecto;Lerma, Héctor Daniel;2003;ECOE Ediciones;Colombia;EDI-036;Educación;Educación/ Investigación
Relaciones y tensiones entre investigación e innovación en educación;Universdiad Pedagógica Nacional;2000;Universdiad Pedagógica Nacional;Colombia;EDI-037;Educación;Educación/ Investigación
Educación superior sociedad e investigación;"Henao Willes, Myriam; Hernández, Carlos Augusto; Hoyos Vásquez, Guillermo; Pabón Fernández, Nhora; Velásquez Bustos, Myriam";2002;Servicios gráficos integrales;Colombia;EDI-038;Educación;Educación/ Investigación
Planificación institucional en la educación. Un reto estratégico de cambio para los gerentes educativos innovadores;Malagón M., Félix Antonio;2003;Panamericana;Colombia;EDI-039;Educación;Educación/ Investigación
Evaluación pedagógica y cognición;Flórez Ochoa, Rafael|;1999;McGraw-Hill Book Co;Colombia;EDI-040;Educación;Educación/ Investigación
Metodología del trabajo científico;Severino, António Joaquim;2000;Aula abierta magisterio;Colombia;EDI-041;Educación;Educación/ Investigación
Evaluación de proyectos;Baca Urbina, Gabriel;1995;McGraw-Hill Book;Colombia;EDI-042;Educación;Educación/ Investigación
Filosofía a distancia. Elementos formales de la investigación;Beltrán Martínez, Hector;1984;Universidad Santo Tomás;Colombia;EDI-043;Educación;Educación/ Investigación
La investigación . La unidad metodológica en la investigación científica;Cerda Gutiérrez, Hugo;2001;Editorial Delfín Ltda;Colombia;EDI-044;Educación;Educación/ Investigación
Biografía del pensamiento. Estrategias para el desarrollo de la inteligencia;De Zuribía, Miguel y De Zuribía, Julián;2001;Caragraphics;Colombia;EDI-045;Educación;Educación/ Investigación
Pensamiento complejo en torno a Edgar Morín, América Latina y los procesos educativos;González Moena, Sergio;1997;Cooperativa Editorial Magisterio;Colombia;EDI-046;Educación;Educación/ Investigación
Los siete saberes necesarios para la educación del futuro;Morin, Edgar;2001;Cooperativa Editorial Magisterio;Colombia;EDI-047;Educación;Educación/ Investigación
Líneas de investigación;Barrera Morales, Marcos Fidel;2006;Fundación Servicios y Proyecciones para América Latina, Sypal, y Ediciones Quirón S. A;Colombia;EDI-048;Educación;Educación/ Investigación
Teoría del conocimiento;Hessen, J.;1998;Gráficas Modernas;Colombia;EDI-049;Educación;Educación/ Investigación
Los origenes de la fenomenología;Herrera Restrepo, Daniel;1980;Universidad Nacional;Colombia;EDI-050;Educación;Educación/ Investigación
Metodología de la investigación 2nda Edición;"Hernández Sampieri, Roberto; Fernández Collado, Carlos & Baptista Lucio, Pilar";1991;Compañía Editorial Ultra S.A. de C.V.;Mexico;EDI-051;Educación;Educación/ Investigación
La otra cara de la ciencia (Revista);Colciencias Semana;2018;Semana;Colombia;EDI-052;Educación;Educación/ Investigación
50 Años Facultad de Arquitectura y diseño 1951-2000;Mendoza Laverde, Camilo;2000;CEJA;Colombia;EDI-053;Educación;Educación/ Investigación
Estado actual de la investigación en los programas de pregrado y postgrado de arquitectura del país;Consejo Profesional Nacional de Arquitectura y sus profesiones auxiliares Colombia;2005;CPNA;Colombia;EDI-054;Educación;Educación/ Investigación
Cómo se hace una tesis. Técnicas y procesimientos de estudio. Investigación y escritura;Eco, Umberto;2004;Gedisa;Mexico;EDI-055;Educación;Educación/ Investigación
El aprendizaje basado en problemas. Una propuesta metodológica en Educación Superior;Escribano, Alicia & Del Vale, Ángela;;Narcea S.A;España;EDI-056;Educación;Educación/ Investigación
Catálogo de investigaciones 1994-1995;Universidad de los Andes;1996;Nuevas Ediciones;Colombia;EDI-057;Educación;Educación/ Investigación
Diseño positivo guia de referencia;"Jimenes, Simon; Pohlmeyer, Anna; Desmet, Pieter";;Universidad de los Andes;Colombia;EDI-058;Educación;Educación/ Investigación
Hacia un modelo de investigación institucional: políticas y procedimientos;Universidad de La Salle;1998;Gold Print de Colombia;Colombia;EDI-059;Educación;Educación/ Investigación
